Date,Close,,行标签,平均值项:Close,,,,,,
1969/9/26,94.160004,,,,,,,,,
1969/9/29,93.410004,,,,,,,,,
1969/9/30,93.120003,,,,,,,,,
1969/10/1,92.519997,,,,,,,,,
1969/10/2,93.239998,,,,,,,,,
1969/10/3,93.190002,,,,,,,,,
1969/10/6,93.379997,,,,,,,,,
1969/10/7,93.089996,,,,,,,,,
1969/10/8,92.669998,,,,,,,,,
1969/10/9,93.029999,,,,,,,,,
1969/10/10,93.559998,,,,,,,,,
1969/10/13,94.550003,,,,,,,,,
1969/10/14,95.699997,,,,,,,,,
1969/10/15,95.720001,,,,,,,,,
1969/10/16,96.370003,,,,,,,,,
1969/10/17,96.260002,,,,,,,,,
1969/10/20,96.459999,,,,,,,,,
1969/10/21,97.199997,,,,,,,,,
1969/10/22,97.830002,,,,,,,,,
1969/10/23,97.459999,,,,,,,,,
1969/10/24,98.120003,,,,,,,,,
1969/10/27,97.970001,,,,,,,,,
1969/10/28,97.660004,,,,,,,,,
1969/10/29,96.809998,,,,,,,,,
1969/10/30,96.93,,,,,,,,,
1969/10/31,97.120003,,,,,,,,,
1969/11/3,97.150002,,,,,,,,,
1969/11/4,97.209999,,,,,,,,,
1969/11/5,97.639999,,,,,,,,,
1969/11/6,97.669998,,,,,,,,,
1969/11/7,98.260002,,,,,,,,,
1969/11/10,98.330002,,,,,,,,,
1969/11/11,98.07,,,,,,,,,
1969/11/12,97.889999,,,,,,,,,
1969/11/13,97.419998,,,,,,,,,
1969/11/14,97.07,,,,,,,,,
1969/11/17,96.410004,,,,,,,,,
1969/11/18,96.389999,,,,,,,,,
1969/11/19,95.900002,,,,,,,,,
1969/11/20,94.910004,,,,,,,,,
1969/11/21,94.32,,,,,,,,,
1969/11/24,93.239998,,,,,,,,,
1969/11/25,92.940002,,,,,,,,,
1969/11/26,93.269997,,,,,,,,,
1969/11/28,93.809998,,,,,,,,,
1969/12/1,93.220001,,,,,,,,,
1969/12/2,92.650002,,,,,,,,,
1969/12/3,91.650002,,,,,,,,,
1969/12/4,91.949997,,,,,,,,,
1969/12/5,91.730003,,,,,,,,,
1969/12/8,90.839996,,,,,,,,,
1969/12/9,90.550003,,,,,,,,,
1969/12/10,90.480003,,,,,,,,,
1969/12/11,90.519997,,,,,,,,,
1969/12/12,90.809998,,,,,,,,,
1969/12/15,90.540001,,,,,,,,,
1969/12/16,89.720001,,,,,,,,,
1969/12/17,89.199997,,,,,,,,,
1969/12/18,90.610001,,,,,,,,,
1969/12/19,91.379997,,,,,,,,,
1969/12/22,90.580002,,,,,,,,,
1969/12/23,90.230003,,,,,,,,,
1969/12/24,91.18,,,,,,,,,
1969/12/26,91.889999,,,,,,,,,
1969/12/29,91.25,,,,,,,,,
1969/12/30,91.599998,,,,,,,,,
1969/12/31,92.059998,,,,,,,,,
1970/1/2,93,,,,,,,,,
1970/1/5,93.459999,,,,,,,,,
1970/1/6,92.82,,,,,,,,,
1970/1/7,92.629997,,,,,,,,,
1970/1/8,92.68,,,,,,,,,
1970/1/9,92.400002,,,,,,,,,
1970/1/12,91.699997,,,,,,,,,
1970/1/13,91.919998,,,,,,,,,
1970/1/14,91.650002,,,,,,,,,
1970/1/15,91.68,,,,,,,,,
1970/1/16,90.919998,,,,,,,,,
1970/1/19,89.650002,,,,,,,,,
1970/1/20,89.830002,,,,,,,,,
1970/1/21,89.949997,,,,,,,,,
1970/1/22,90.040001,,,,,,,,,
1970/1/23,89.370003,,,,,,,,,
1970/1/26,88.169998,,,,,,,,,
1970/1/27,87.620003,,,,,,,,,
1970/1/28,86.790001,,,,,,,,,
1970/1/29,85.690002,,,,,,,,,
1970/1/30,85.019997,,,,,,,,,
1970/2/2,85.75,,,,,,,,,
1970/2/3,86.769997,,,,,,,,,
1970/2/4,86.239998,,,,,,,,,
1970/2/5,85.900002,,,,,,,,,
1970/2/6,86.330002,,,,,,,,,
1970/2/9,87.010002,,,,,,,,,
1970/2/10,86.099998,,,,,,,,,
1970/2/11,86.940002,,,,,,,,,
1970/2/12,86.730003,,,,,,,,,
1970/2/13,86.540001,,,,,,,,,
1970/2/16,86.470001,,,,,,,,,
1970/2/17,86.370003,,,,,,,,,
1970/2/18,87.440002,,,,,,,,,
1970/2/19,87.760002,,,,,,,,,
1970/2/20,88.029999,,,,,,,,,
1970/2/24,87.989998,,,,,,,,,
1970/2/25,89.349998,,,,,,,,,
1970/2/26,88.900002,,,,,,,,,
1970/2/27,89.5,,,,,,,,,
1970/3/2,89.709999,,,,,,,,,
1970/3/3,90.230003,,,,,,,,,
1970/3/4,90.040001,,,,,,,,,
1970/3/5,90,,,,,,,,,
1970/3/6,89.440002,,,,,,,,,
1970/3/9,88.510002,,,,,,,,,
1970/3/10,88.75,,,,,,,,,
1970/3/11,88.690002,,,,,,,,,
1970/3/12,88.330002,,,,,,,,,
1970/3/13,87.860001,,,,,,,,,
1970/3/16,86.910004,,,,,,,,,
1970/3/17,87.290001,,,,,,,,,
1970/3/18,87.540001,,,,,,,,,
1970/3/19,87.419998,,,,,,,,,
1970/3/20,87.059998,,,,,,,,,
1970/3/23,86.989998,,,,,,,,,
1970/3/24,87.980003,,,,,,,,,
1970/3/25,89.769997,,,,,,,,,
1970/3/26,89.919998,,,,,,,,,
1970/3/30,89.629997,,,,,,,,,
1970/3/31,89.629997,,,,,,,,,
1970/4/1,90.07,,,,,,,,,
1970/4/2,89.790001,,,,,,,,,
1970/4/3,89.389999,,,,,,,,,
1970/4/6,88.760002,,,,,,,,,
1970/4/7,88.519997,,,,,,,,,
1970/4/8,88.489998,,,,,,,,,
1970/4/9,88.529999,,,,,,,,,
1970/4/10,88.239998,,,,,,,,,
1970/4/13,87.639999,,,,,,,,,
1970/4/14,86.889999,,,,,,,,,
1970/4/15,86.730003,,,,,,,,,
1970/4/16,85.879997,,,,,,,,,
1970/4/17,85.669998,,,,,,,,,
1970/4/20,85.830002,,,,,,,,,
1970/4/21,85.379997,,,,,,,,,
1970/4/22,84.269997,,,,,,,,,
1970/4/23,83.040001,,,,,,,,,
1970/4/24,82.769997,,,,,,,,,
1970/4/27,81.459999,,,,,,,,,
1970/4/28,80.269997,,,,,,,,,
1970/4/29,81.809998,,,,,,,,,
1970/4/30,81.519997,,,,,,,,,
1970/5/1,81.440002,,,,,,,,,
1970/5/4,79.370003,,,,,,,,,
1970/5/5,78.599998,,,,,,,,,
1970/5/6,79.470001,,,,,,,,,
1970/5/7,79.830002,,,,,,,,,
1970/5/8,79.440002,,,,,,,,,
1970/5/11,78.599998,,,,,,,,,
1970/5/12,77.849998,,,,,,,,,
1970/5/13,76.529999,,,,,,,,,
1970/5/14,75.440002,,,,,,,,,
1970/5/15,76.900002,,,,,,,,,
1970/5/18,76.959999,,,,,,,,,
1970/5/19,75.459999,,,,,,,,,
1970/5/20,73.519997,,,,,,,,,
1970/5/21,72.160004,,,,,,,,,
1970/5/22,72.25,,,,,,,,,
1970/5/25,70.25,,,,,,,,,
1970/5/26,69.290001,,,,,,,,,
1970/5/27,72.769997,,,,,,,,,
1970/5/28,74.610001,,,,,,,,,
1970/5/29,76.550003,,,,,,,,,
1970/6/1,77.839996,,,,,,,,,
1970/6/2,77.839996,,,,,,,,,
1970/6/3,78.519997,,,,,,,,,
1970/6/4,77.360001,,,,,,,,,
1970/6/5,76.169998,,,,,,,,,
1970/6/8,76.290001,,,,,,,,,
1970/6/9,76.25,,,,,,,,,
1970/6/10,75.480003,,,,,,,,,
1970/6/11,74.449997,,,,,,,,,
1970/6/12,73.879997,,,,,,,,,
1970/6/15,74.580002,,,,,,,,,
1970/6/16,76.150002,,,,,,,,,
1970/6/17,76,,,,,,,,,
1970/6/18,76.510002,,,,,,,,,
1970/6/19,77.050003,,,,,,,,,
1970/6/22,76.639999,,,,,,,,,
1970/6/23,74.760002,,,,,,,,,
1970/6/24,73.970001,,,,,,,,,
1970/6/25,74.019997,,,,,,,,,
1970/6/26,73.470001,,,,,,,,,
1970/6/29,72.889999,,,,,,,,,
1970/6/30,72.720001,,,,,,,,,
1970/7/1,72.940002,,,,,,,,,
1970/7/2,72.919998,,,,,,,,,
1970/7/6,71.779999,,,,,,,,,
1970/7/7,71.230003,,,,,,,,,
1970/7/8,73,,,,,,,,,
1970/7/9,74.059998,,,,,,,,,
1970/7/10,74.449997,,,,,,,,,
1970/7/13,74.550003,,,,,,,,,
1970/7/14,74.419998,,,,,,,,,
1970/7/15,75.230003,,,,,,,,,
1970/7/16,76.339996,,,,,,,,,
1970/7/17,77.690002,,,,,,,,,
1970/7/20,77.790001,,,,,,,,,
1970/7/21,76.980003,,,,,,,,,
1970/7/22,77.029999,,,,,,,,,
1970/7/23,78,,,,,,,,,
1970/7/24,77.82,,,,,,,,,
1970/7/27,77.650002,,,,,,,,,
1970/7/28,77.769997,,,,,,,,,
1970/7/29,78.040001,,,,,,,,,
1970/7/30,78.07,,,,,,,,,
1970/7/31,78.050003,,,,,,,,,
1970/8/3,77.019997,,,,,,,,,
1970/8/4,77.190002,,,,,,,,,
1970/8/5,77.18,,,,,,,,,
1970/8/6,77.080002,,,,,,,,,
1970/8/7,77.279999,,,,,,,,,
1970/8/10,76.199997,,,,,,,,,
1970/8/11,75.82,,,,,,,,,
1970/8/12,75.419998,,,,,,,,,
1970/8/13,74.760002,,,,,,,,,
1970/8/14,75.18,,,,,,,,,
1970/8/17,75.330002,,,,,,,,,
1970/8/18,76.199997,,,,,,,,,
1970/8/19,76.959999,,,,,,,,,
1970/8/20,77.839996,,,,,,,,,
1970/8/21,79.239998,,,,,,,,,
1970/8/24,80.989998,,,,,,,,,
1970/8/25,81.120003,,,,,,,,,
1970/8/26,81.209999,,,,,,,,,
1970/8/27,81.080002,,,,,,,,,
1970/8/28,81.860001,,,,,,,,,
1970/8/31,81.519997,,,,,,,,,
1970/9/1,80.949997,,,,,,,,,
1970/9/2,80.959999,,,,,,,,,
1970/9/3,82.089996,,,,,,,,,
1970/9/4,82.830002,,,,,,,,,
1970/9/8,83.040001,,,,,,,,,
1970/9/9,82.790001,,,,,,,,,
1970/9/10,82.300003,,,,,,,,,
1970/9/11,82.519997,,,,,,,,,
1970/9/14,82.07,,,,,,,,,
1970/9/15,81.360001,,,,,,,,,
1970/9/16,81.790001,,,,,,,,,
1970/9/17,82.290001,,,,,,,,,
1970/9/18,82.620003,,,,,,,,,
1970/9/21,81.910004,,,,,,,,,
1970/9/22,81.860001,,,,,,,,,
1970/9/23,81.910004,,,,,,,,,
1970/9/24,81.660004,,,,,,,,,
1970/9/25,82.830002,,,,,,,,,
1970/9/28,83.910004,,,,,,,,,
1970/9/29,83.860001,,,,,,,,,
1970/9/30,84.300003,,,,,,,,,
1970/10/1,84.32,,,,,,,,,
1970/10/2,85.160004,,,,,,,,,
1970/10/5,86.470001,,,,,,,,,
1970/10/6,86.849998,,,,,,,,,
1970/10/7,86.889999,,,,,,,,,
1970/10/8,85.949997,,,,,,,,,
1970/10/9,85.080002,,,,,,,,,
1970/10/12,84.169998,,,,,,,,,
1970/10/13,84.059998,,,,,,,,,
1970/10/14,84.190002,,,,,,,,,
1970/10/15,84.650002,,,,,,,,,
1970/10/16,84.279999,,,,,,,,,
1970/10/19,83.150002,,,,,,,,,
1970/10/20,83.639999,,,,,,,,,
1970/10/21,83.660004,,,,,,,,,
1970/10/22,83.379997,,,,,,,,,
1970/10/23,83.769997,,,,,,,,,
1970/10/26,83.309998,,,,,,,,,
1970/10/27,83.120003,,,,,,,,,
1970/10/28,83.43,,,,,,,,,
1970/10/29,83.360001,,,,,,,,,
1970/10/30,83.25,,,,,,,,,
1970/11/2,83.510002,,,,,,,,,
1970/11/3,84.220001,,,,,,,,,
1970/11/4,84.389999,,,,,,,,,
1970/11/5,84.099998,,,,,,,,,
1970/11/6,84.220001,,,,,,,,,
1970/11/9,84.669998,,,,,,,,,
1970/11/10,84.790001,,,,,,,,,
1970/11/11,85.029999,,,,,,,,,
1970/11/12,84.150002,,,,,,,,,
1970/11/13,83.370003,,,,,,,,,
1970/11/16,83.239998,,,,,,,,,
1970/11/17,83.470001,,,,,,,,,
1970/11/18,82.790001,,,,,,,,,
1970/11/19,82.910004,,,,,,,,,
1970/11/20,83.720001,,,,,,,,,
1970/11/23,84.239998,,,,,,,,,
1970/11/24,84.779999,,,,,,,,,
1970/11/25,85.089996,,,,,,,,,
1970/11/27,85.93,,,,,,,,,
1970/11/30,87.199997,,,,,,,,,
1970/12/1,87.470001,,,,,,,,,
1970/12/2,88.480003,,,,,,,,,
1970/12/3,88.900002,,,,,,,,,
1970/12/4,89.459999,,,,,,,,,
1970/12/7,89.940002,,,,,,,,,
1970/12/8,89.470001,,,,,,,,,
1970/12/9,89.540001,,,,,,,,,
1970/12/10,89.919998,,,,,,,,,
1970/12/11,90.260002,,,,,,,,,
1970/12/14,89.800003,,,,,,,,,
1970/12/15,89.660004,,,,,,,,,
1970/12/16,89.720001,,,,,,,,,
1970/12/17,90.040001,,,,,,,,,
1970/12/18,90.220001,,,,,,,,,
1970/12/21,89.940002,,,,,,,,,
1970/12/22,90.040001,,,,,,,,,
1970/12/23,90.099998,,,,,,,,,
1970/12/24,90.610001,,,,,,,,,
1970/12/28,91.089996,,,,,,,,,
1970/12/29,92.080002,,,,,,,,,
1970/12/30,92.269997,,,,,,,,,
1970/12/31,92.150002,,,,,,,,,
1971/1/4,91.150002,,,,,,,,,
1971/1/5,91.800003,,,,,,,,,
1971/1/6,92.349998,,,,,,,,,
1971/1/7,92.379997,,,,,,,,,
1971/1/8,92.190002,,,,,,,,,
1971/1/11,91.980003,,,,,,,,,
1971/1/12,92.720001,,,,,,,,,
1971/1/13,92.559998,,,,,,,,,
1971/1/14,92.800003,,,,,,,,,
1971/1/15,93.029999,,,,,,,,,
1971/1/18,93.410004,,,,,,,,,
1971/1/19,93.760002,,,,,,,,,
1971/1/20,93.779999,,,,,,,,,
1971/1/21,94.190002,,,,,,,,,
1971/1/22,94.879997,,,,,,,,,
1971/1/25,95.279999,,,,,,,,,
1971/1/26,95.589996,,,,,,,,,
1971/1/27,94.889999,,,,,,,,,
1971/1/28,95.209999,,,,,,,,,
1971/1/29,95.879997,,,,,,,,,
1971/2/1,96.419998,,,,,,,,,
1971/2/2,96.43,,,,,,,,,
1971/2/3,96.629997,,,,,,,,,
1971/2/4,96.620003,,,,,,,,,
1971/2/5,96.93,,,,,,,,,
1971/2/8,97.449997,,,,,,,,,
1971/2/9,97.510002,,,,,,,,,
1971/2/10,97.389999,,,,,,,,,
1971/2/11,97.910004,,,,,,,,,
1971/2/12,98.43,,,,,,,,,
1971/2/16,98.660004,,,,,,,,,
1971/2/17,98.199997,,,,,,,,,
1971/2/18,97.559998,,,,,,,,,
1971/2/19,96.739998,,,,,,,,,
1971/2/22,95.720001,,,,,,,,,
1971/2/23,96.089996,,,,,,,,,
1971/2/24,96.730003,,,,,,,,,
1971/2/25,96.959999,,,,,,,,,
1971/2/26,96.75,,,,,,,,,
1971/3/1,97,,,,,,,,,
1971/3/2,96.980003,,,,,,,,,
1971/3/3,96.949997,,,,,,,,,
1971/3/4,97.919998,,,,,,,,,
1971/3/5,98.959999,,,,,,,,,
1971/3/8,99.379997,,,,,,,,,
1971/3/9,99.459999,,,,,,,,,
1971/3/10,99.300003,,,,,,,,,
1971/3/11,99.389999,,,,,,,,,
1971/3/12,99.57,,,,,,,,,
1971/3/15,100.709999,,,,,,,,,
1971/3/16,101.209999,,,,,,,,,
1971/3/17,101.120003,,,,,,,,,
1971/3/18,101.190002,,,,,,,,,
1971/3/19,101.010002,,,,,,,,,
1971/3/22,100.620003,,,,,,,,,
1971/3/23,100.279999,,,,,,,,,
1971/3/24,99.620003,,,,,,,,,
1971/3/25,99.610001,,,,,,,,,
1971/3/26,99.949997,,,,,,,,,
1971/3/29,100.029999,,,,,,,,,
1971/3/30,100.260002,,,,,,,,,
1971/3/31,100.309998,,,,,,,,,
1971/4/1,100.389999,,,,,,,,,
1971/4/2,100.559998,,,,,,,,,
1971/4/5,100.790001,,,,,,,,,
1971/4/6,101.510002,,,,,,,,,
1971/4/7,101.980003,,,,,,,,,
1971/4/8,102.099998,,,,,,,,,
1971/4/12,102.879997,,,,,,,,,
1971/4/13,102.980003,,,,,,,,,
1971/4/14,103.370003,,,,,,,,,
1971/4/15,103.519997,,,,,,,,,
1971/4/16,103.489998,,,,,,,,,
1971/4/19,104.010002,,,,,,,,,
1971/4/20,103.610001,,,,,,,,,
1971/4/21,103.360001,,,,,,,,,
1971/4/22,103.559998,,,,,,,,,
1971/4/23,104.050003,,,,,,,,,
1971/4/26,103.940002,,,,,,,,,
1971/4/27,104.589996,,,,,,,,,
1971/4/28,104.769997,,,,,,,,,
1971/4/29,104.629997,,,,,,,,,
1971/4/30,103.949997,,,,,,,,,
1971/5/3,103.290001,,,,,,,,,
1971/5/4,103.790001,,,,,,,,,
1971/5/5,103.779999,,,,,,,,,
1971/5/6,103.230003,,,,,,,,,
1971/5/7,102.870003,,,,,,,,,
1971/5/10,102.360001,,,,,,,,,
1971/5/11,102.620003,,,,,,,,,
1971/5/12,102.900002,,,,,,,,,
1971/5/13,102.690002,,,,,,,,,
1971/5/14,102.209999,,,,,,,,,
1971/5/17,100.690002,,,,,,,,,
1971/5/18,100.830002,,,,,,,,,
1971/5/19,101.07,,,,,,,,,
1971/5/20,101.309998,,,,,,,,,
1971/5/21,100.989998,,,,,,,,,
1971/5/24,100.129997,,,,,,,,,
1971/5/25,99.470001,,,,,,,,,
1971/5/26,99.589996,,,,,,,,,
1971/5/27,99.400002,,,,,,,,,
