va_1,va_2,va_3,va_4,labels
-0.00025262,-0.00624707,54.4,0.0472,0
-0.000747525,0.011526928,54.1,0.0456,0
-0.000157541,-0.017155193,57.4,0.0469,0
-0.000478575,-0.013869366,57,0.0475,0
-0.00023909,-0.000962487,60.5,0.051,0
0.000103799,-0.001778633,55.1,0.05,0
7.24E-05,0.019296258,54.5,0.0467,0
-0.000257923,-0.0125069,56,0.0452,0
-0.000238914,-0.012168911,49,0.0453,0
-0.000342423,0.022065788,52.4,0.0415,0
-0.000345291,-0.004675128,48.8,0.041,0
-4.08E-05,0.030543923,53.7,0.0374,1
0.000257349,0.007591443,50.5,0.0374,1
0.000150714,0.012331455,48.8,0.0351,1
0.000741771,-0.01730227,49.9,0.0367,1
0.00057921,-0.010255782,51.3,0.0388,1
0.000523212,0.019614981,50.3,0.041,1
0.000624898,0.028062025,53,0.0401,1
0.000882067,-0.008261223,51.9,0.0389,1
0.001458227,0.022410511,42.4,0.0369,1
0.001530053,0.099064212,33.1,0.0381,1
0.002322855,0.040253886,32.2,0.0353,1
0.00226127,0.002702917,26.3,0.0242,1
0.002528928,0.005972763,30.7,0.0252,1
0.002410173,0.031386428,35.9,0.0287,1
0.002623473,0.0267499,37.1,0.0282,1
0.002280197,-0.049305011,40.7,0.0293,1
0.001134695,-0.02692954,45,0.0329,1
0.001538545,-0.011261741,51.8,0.0372,1
0.001131741,-0.004528037,59.6,0.0356,0
0.000611903,-0.03301005,59.4,0.0359,0
0.0008061,-0.014727219,58.8,0.034,0
0.000660651,-0.009504225,61.9,0.0339,0
-4.01E-05,-0.008221991,62.9,0.034,0
0.000899081,-0.008814301,61.8,0.0359,0
-1.00E-05,-0.005133871,63,0.0373,0
0.000307913,0.013512932,57.2,0.0369,0
-0.000602234,-0.024379156,62.1,0.0373,0
-0.00079167,-0.016738019,64.1,0.0385,0
-0.001778492,0.027032395,64.3,0.0342,0
0.000452258,0.016403303,61.2,0.032,0
0.000292889,0.00142849,57.9,0.0301,0
1.66E-05,-0.002997642,61.2,0.027,0
0.000213142,-0.013682252,59.3,0.0265,0
-0.000895161,-0.018748803,62,0.0254,0
-0.000408698,-0.010005455,59.2,0.0276,0
-0.000245698,-0.015176811,61.5,0.0329,0
-6.64E-05,-0.014141872,63.1,0.0339,0
-0.000706329,-0.012844073,63.9,0.0358,0
-0.00076803,0.005501979,63.9,0.0341,0
-0.001060428,-0.008903212,59.5,0.0345,0
-0.000313338,-0.002214069,53.1,0.0317,0
-0.000774129,0.016880937,56.7,0.03,0
-0.000200719,-0.012600411,54.2,0.03,0
-0.000401159,0.048445992,53,0.023,0
-0.000774963,0.004207002,54.4,0.0198,0
-0.000668771,-0.012161696,53,0.0215,0
-0.000432186,-0.006852323,55.8,0.0201,0
-0.000667079,-0.005946541,58.9,0.0198,0
-0.001158411,-0.019552494,54.3,0.0197,0
-0.000852962,-0.016996852,55.5,0.0197,0
-0.000773379,-0.01164402,56.5,0.0217,0
-0.000269384,0.00087965,59.2,0.0205,0
-0.000321095,0.014380539,56.6,0.018,0
-0.000233375,0.005798298,53.8,0.0162,0
-0.000495506,-0.011748643,50.6,0.0153,0
-0.0005499,-0.013728971,49.5,0.0168,0
-0.000610543,-0.012196154,51.9,0.0172,0
-0.000509743,0.001689048,51.9,0.0175,0
-0.000509145,0.013281136,52.2,0.0165,0
-0.000762601,-0.008564404,53.1,0.0172,0
-0.000626454,-0.0173909,53.8,0.0191,0
-0.000894742,-0.009263598,54.5,0.0198,0
-0.000435479,-0.010922632,53.9,0.0196,0
-0.000614052,-0.00552996,52.1,0.0176,0
-0.000715298,-0.018708327,52.5,0.0193,0
-0.000577127,0.005616375,55.7,0.023,0
-0.000334446,-0.013186053,60.8,0.0258,0
-0.00076984,-0.000368947,63,0.0274,0
-0.000600291,-0.004418925,61.2,0.0281,0
-0.000713552,-0.008375399,60.8,0.0262,0
-0.00084523,-0.015747952,62.4,0.0272,0
-0.000211841,-0.005861334,61.7,0.029,0
-0.000559143,-0.003488946,54.8,0.0286,0
-0.000530047,0.001270148,48.2,0.0271,0
-0.000787565,-0.010971606,55.9,0.0272,0
-0.001027983,-0.000172422,55.7,0.0271,0
-0.000693378,-0.005901035,61,0.0256,0
-0.001014539,-0.0129772,60,0.026,0
-0.000709394,-0.0057636,61.2,0.0254,0
-0.00058664,0.002553717,64.5,0.0242,0
-0.000968716,-0.006961208,64.6,0.0253,0
-0.000801993,0.012365457,64.8,0.023,0
-0.000887303,-0.023411303,64.4,0.0233,0
-0.00083291,-0.002054324,57.7,0.0221,0
-0.000658385,0.005550578,56.5,0.0188,0
-0.000765315,-0.011415388,53.7,0.0198,0
-0.000237344,0.000460226,53.8,0.0204,0
-0.000923481,-0.003094254,56,0.0193,0
-0.000979819,-0.003526706,54.5,0.022,0
-0.000521259,0.002611174,54,0.0236,0
-0.000896939,0.001064661,56,0.0232,0
-0.000372924,0.011404782,53.6,0.0217,0
-0.000406184,0.020815538,51.8,0.0217,0
-0.001033596,-0.017598715,52.9,0.0207,0
-0.000715064,-0.01180718,49.2,0.0226,0
-0.000850456,0.005574778,49.9,0.0224,0
-0.000273008,0.0296333,50.2,0.0209,0
-0.000702963,0.003221572,52.8,0.0178,0
-0.000707872,-0.0260089,55.3,0.0189,0
-0.000637307,-0.011358819,54.2,0.0181,0
-4.53E-05,0.002094297,52.6,0.0181,0
-0.00085021,-0.003839263,54.7,0.0164,0
-0.001010848,-0.01334153,55.4,0.015,0
-0.000405483,-0.005738001,49.6,0.0156,0
-0.000809831,0.003965364,52.8,0.0163,0
-0.000383393,0.002962829,54.6,0.0176,0
-0.000508671,-0.004428616,56,0.0214,0
-0.000642467,-0.01607634,59.4,0.0249,0
-0.000751824,-0.005472171,61.4,0.0243,0
-0.000420096,-0.010335706,62.9,0.0242,0
-0.000378037,-0.006826382,57.6,0.0248,0
-0.000633293,0.001380721,58.6,0.0218,0
-0.000380126,-0.006583325,57.1,0.023,0
-0.000679241,-0.006949745,62.4,0.0219,0
-0.000604195,-0.00357472,60.6,0.0232,0
-0.000553108,-0.000375108,61,0.0221,0
-5.32E-05,-0.00642678,62.2,0.022,0
-0.000767764,-0.011035678,61,0.0236,0
-0.000648588,-0.006173694,63.9,0.0235,0
-0.000512289,-0.011685773,65.2,0.024,0
-0.000502868,-0.019983933,60.5,0.0258,0
-0.000968805,0.01338147,62,0.0286,0
-0.000533387,0.00038249,61,0.0284,0
-0.000573685,0.007970119,57.2,0.0287,0
-0.000789042,-0.007764362,61.5,0.0298,0
-0.000764295,-0.008415635,62.3,0.0291,0
-0.000518488,-0.006151381,58.5,0.0289,0
-0.000820159,-0.009863974,63.3,0.0289,0
-0.000313694,-0.006587715,63.9,0.03,0
-0.000803532,0.01772498,59.9,0.0315,0
-0.000567667,0.009813122,60.6,0.0312,0
-0.000656526,0.025606679,54.1,0.0283,0
-0.000900745,-0.006728125,60.5,0.0271,0
-0.000161475,-0.023894201,54.8,0.0268,0
-0.000440866,-0.007675303,55.8,0.0257,0
-0.000621638,-0.015191199,52.3,0.0253,0
-0.000178269,0.007405324,51.3,0.0239,0
-0.000511398,-0.00536141,54.1,0.0207,0
-0.000476379,-0.015635497,50.8,0.0206,0
-0.000481588,0.014542263,49.5,0.0163,0
-0.000389466,-0.012514341,47.3,-0.0034,0
