va_1,va_2,va_3,va_4,labels
-0.000103272,0.014949049,56.1,0.0741,0
-0.001784355,0.002958646,54.4,0.0729,0
-0.001124332,-0.014631884,59.6,0.0687,0
-0.001304464,0.003531366,56.9,0.0721,0
-0.001600959,0.012121906,50.8,0.0739,0
-0.00215571,0.001664657,62.5,0.0746,0
-0.001794487,0.006612087,59.2,0.0737,0
-0.001908803,0.001271309,63,0.0746,0
-0.002111099,-0.002304444,62.5,0.0728,0
-0.00181786,-0.00388656,60.6,0.0733,0
-0.001261716,0.010657411,53.9,0.074,0
-0.00238253,0.006795539,54.9,0.0734,0
-0.001391139,0.01139849,57,0.0752,0
-0.001928787,-0.002512192,58.7,0.0758,0
-0.001221094,0.002137296,64.7,0.0769,0
-0.000945661,0.01685272,57.7,0.0796,0
-0.001813597,0.006175632,54.6,0.0803,0
-0.00260973,0.000760737,57,0.0804,0
-0.003552883,-0.018620375,60.3,0.0815,0
-0.001745521,-0.021484756,62.3,0.0835,0
-0.002208295,-0.001111127,61.7,0.0846,0
-0.00126682,0.002092051,65.1,0.0864,0
-0.001387261,-0.029073657,64.9,0.0841,0
-0.000684538,0.000270636,65,0.0842,0
-0.001657265,0.013908446,62,0.0864,0
-0.002142577,0.026133678,61.3,0.0881,0
-0.001373559,-0.00636363,60.4,0.0901,0
-0.000670483,-0.015959663,58.8,0.091,0
-0.001206218,0.006475125,59,0.091,0
-0.002062814,-0.008245504,57.4,0.0912,0
0.000301027,-0.008393776,55.5,0.0918,0
-0.00180304,0.010065177,52.1,0.0925,0
-0.001540216,-0.008622958,50.2,0.0891,0
-0.000525031,-0.00417989,49.4,0.0895,0
-0.000399369,-0.019207903,49,0.0903,0
-0.000129836,-0.004990526,48.3,0.0933,0
-0.000739805,0.016812954,49,0.103,0
-0.000441361,0.003377077,52.6,0.1065,0
-0.000474442,-0.016894893,48.2,0.1039,0
-0.000612653,-0.012284865,48.4,0.108,0
-0.000396806,-0.017169262,53.1,0.1241,1
-0.000530102,0.042086789,46.7,0.1275,1
0.000692605,0.00719274,37.9,0.1147,1
0.002055649,-0.019496002,28.1,0.1018,1
0.001534892,-0.026789796,31.5,0.0978,1
0.001259868,-0.019592989,35.1,0.1025,1
-0.001250228,-0.01307979,46.9,0.111,0
-0.000549155,-0.010476154,55.1,0.1151,0
-0.001331463,-0.0125521,60.7,0.1175,0
-0.001231688,-0.017750534,66.8,0.1268,0
-0.000937,0.00700747,57.2,0.1284,0
-0.000429579,0.001686886,51.8,0.1257,0
-0.000343357,0.015190656,50.9,0.1319,0
-0.000500243,-0.015906304,52.8,0.1312,0
-0.000347449,-0.004033189,55,0.1368,0
-6.18E-05,0.008813701,59,0.141,0
-0.000921878,-0.001811929,53.9,0.1347,0
-0.000526587,0.010467226,47.6,0.1428,0
0.000170715,-0.001684418,49.5,0.1494,1
0.000417586,0.039831074,43.8,0.1532,1
0.00046076,-0.005575729,39.4,0.1515,1
0.000994435,-0.011172205,36.1,0.1339,1
0.001316724,-0.003079132,37.3,0.1372,1
0.001579603,0.023488917,39,0.1459,1
9.59E-06,0.010423477,40.1,0.1443,1
0.00061906,0.014082486,38,0.1386,1
0.00136601,-0.020901355,41.3,0.1387,1
0.0002072,-0.000171194,37.2,0.1362,1
0.001167952,0.025579954,39.4,0.143,1
0.001665654,0.001272945,41.1,0.1395,1
0.000767185,-0.001089354,39.9,0.1306,1
0.000875663,-0.047885634,41.3,0.1234,1
0.001346121,-0.034841883,42,0.1091,1
0.000591466,-0.01745512,42.6,0.1055,1
7.34E-05,-0.003959883,44,0.1054,0
-0.001070095,-0.01501087,50.8,0.1046,0
0.000356405,-0.00754928,61.1,0.1072,0
-0.000844157,-0.014773932,58.4,0.1051,0
-0.001333641,-0.016374099,58.2,0.104,0
-0.001358627,-0.017236281,61.5,0.1038,0
-0.001822606,-0.005971624,63.2,0.1085,0
-0.002002314,-0.001516377,71.5,0.1138,0
0.001481595,0.011955332,69.9,0.1185,0
-0.005354042,-0.012499911,67.8,0.1165,0
-0.001297417,-0.001281056,69.6,0.1154,0
-0.001681341,0.006323251,70.7,0.1169,0
-0.001674857,0.002265077,80.6,0.1183,0
-0.002081014,-0.005308349,59.9,0.1167,0
-0.002262272,0.024542639,64,0.1184,0
-0.001266206,-0.000519286,61.5,0.1232,0
-0.001684096,-0.00044902,62.3,0.1263,0
-0.001414596,0.002904751,59.3,0.1341,0
-0.001754895,0.00961017,62.3,0.1356,0
-0.001422654,0.005843921,58.2,0.1336,0
-0.001111928,-0.036755437,54.3,0.1272,0
-0.001423499,-0.004445714,52.2,0.1252,0
-0.001296246,0.003396184,53.4,0.1216,0
-0.001600181,-0.003812403,53.8,0.1157,0
-0.000565226,0.004705772,54.9,0.115,0
-0.001195851,-0.018436392,54.9,0.1138,0
-0.000589943,-0.022852431,54.2,0.1151,0
-0.001522935,0.003531076,51.2,0.1186,0
-0.000878087,-0.002891552,51.6,0.1143,0
-0.001224562,-0.010172372,51.9,0.1085,0
-0.000655552,-0.009264996,50.5,0.1016,0
-0.000841402,-0.00833145,48.2,0.1031,0
-0.000853091,0.009666221,50.6,0.1033,0
-0.000909007,0.00956172,52.8,0.1037,0
-0.000831957,-0.004630761,54.9,0.1024,0
-0.000927433,-0.025513201,56.5,0.0978,0
-0.000731714,-0.021063264,55.3,0.0926,0
-0.00054138,-0.001957891,52.9,0.0919,0
-0.000505558,-0.022699458,53.6,0.087,0
-0.000382075,-0.024931831,56,0.0778,0
-0.000820106,-0.01041838,52.5,0.073,0
-0.000556089,-0.000895741,55.1,0.0771,0
0.000407145,-0.012276156,53.5,0.078,0
-0.001390597,0.009153122,49.3,0.073,0
-0.000501795,-0.008630932,56,0.0717,0
-0.00150626,0.012100142,56.5,0.0745,0
-0.000811908,0.001667254,54.2,0.0743,0
-0.000810393,-0.013929883,54.7,0.0725,0
-0.000869381,-0.006180395,53,0.0711,0
-0.000729628,-0.026933005,60.7,0.0708,0
-0.001038359,-0.026160978,57.3,0.0725,0
-0.001053054,-0.017478716,57.6,0.0725,0
-0.001435771,0.004702036,59.3,0.0802,0
-0.000978743,0.000309943,60.6,0.0861,0
-0.000733678,-0.018048949,60.1,0.084,0
-0.00147639,-0.012363618,62.5,0.0845,0
-0.000734197,-0.026184399,64.2,0.0876,0
-0.00096149,0.014339492,65.5,0.0942,0
-0.002072444,0.055916377,63.2,0.0952,0
-0.000984213,0.058231319,61.9,0.0886,0
-0.001212475,0.00724357,65.1,0.0899,0
-0.000385269,-0.016829409,59.3,0.0867,0
-0.001925402,-0.013068124,58.6,0.0821,0
-0.001144507,-0.012617554,57.7,0.0837,0
-0.001008824,0.005132316,59.1,0.0872,0
-0.0009527,0.010870397,58,0.0909,0
-0.001503494,-0.024010589,61.7,0.0892,0
-0.000922646,0.002628359,61.2,0.0906,0
-0.000509909,0.008678384,57.8,0.0926,0
-0.001390978,-0.006932376,54.8,0.0898,0
-0.001076076,-0.015013571,58.7,0.088,0
-0.001391258,0.010091538,57.5,0.0896,0
-0.001143122,-0.008710105,57.6,0.0911,0
-0.001067178,-0.01375667,57.9,0.0909,0
-0.00107669,-0.01288867,55.6,0.0917,0
-0.000783575,0.001921376,52.7,0.0936,0
-0.000685478,-0.013925461,54.9,0.0918,0
-0.000491265,-0.016465078,50.7,0.0886,0
-0.000458549,-0.01334708,49.5,0.0828,0
-0.000168817,-0.01086203,46.9,0.0802,0
-0.000204904,-0.018796436,46.7,0.0811,0
-0.000999029,-0.000903308,48,0.0819,0
-0.000428597,-8.47E-05,48.5,0.0801,0
-0.00110359,0.009067783,49.2,0.0787,0
-0.000335319,-0.010533877,49.7,0.0784,0
-0.001438135,0.01084958,47.4,0.0821,0
-0.000945535,0.012333699,52.8,0.0847,0
-0.000828629,-0.010404547,54.7,0.0859,0
-0.000174247,0.000368417,53.5,0.0879,0
-0.000597452,-0.015232797,53.9,0.0876,0
-7.12E-05,-0.012390569,51.3,0.0848,0
0.000130478,0.000428876,49.8,0.0847,0
0.000819345,0.036844556,47.9,0.0875,1
0.000384477,0.020624172,45.5,0.0889,1
0.000607136,0.011556246,43.6,0.0872,1
0.000611962,-0.011396644,42.1,0.0839,1
0.000182961,-0.018153595,41.8,0.0807,1
0.000441811,0.004333517,38.9,0.0809,1
0.001280206,-0.046492582,39.1,0.0785,1
0.000635521,-0.011844369,41.2,0.0811,1
0.000836787,-0.008547623,44.5,0.0804,0
0.000465134,0.00193324,46.9,0.0807,0
-0.000344888,-0.000345383,53.7,0.0828,0
0.000180431,-0.00221444,57.2,0.0827,0
-8.42E-05,-0.010356748,59.8,0.079,0
-0.000100229,0.002465826,61.2,0.0765,0
-7.62E-05,0.000353481,60.7,0.0753,0
0.000240546,0.001083463,52.1,0.0742,0
-0.000132317,-0.002906012,50.6,0.0709,0
-0.000168345,-0.029768884,50.4,0.0703,0
0.000236503,0.003688931,58.7,0.0734,0
-0.000220473,0.00549946,59.7,0.0754,0
-0.000620733,-4.54E-05,57.8,0.0748,0
-0.000515934,-0.007825291,61.2,0.0739,0
-0.000267724,0.006901625,57.6,0.0726,0
-0.000299496,-0.00714954,57.4,0.0684,0
-0.000538572,-0.002998733,56.8,0.0659,0
-0.000135535,-0.000571163,53.9,0.0642,0
-0.000720814,0.006244916,54.7,0.0659,0
-0.000528898,-0.010753344,58.6,0.0687,0
-0.000881389,-0.012947127,57.9,0.0677,0
-0.001188232,0.000409472,61.5,0.066,0
-0.000979823,-0.006413194,63.5,0.0626,0
0.000189471,-0.008231269,56.7,0.0598,0
-0.00119465,0.006882472,51.6,0.0597,0
-0.001065706,-0.002120697,55,0.0604,0
-0.000702485,-0.00273522,53.1,0.0596,0
-0.00119436,0.000750245,52.7,0.0581,0
-0.000601808,-0.006592533,53.9,0.0568,0
-0.00094012,-0.004857181,55.2,0.0536,0
-0.001109141,-0.004389168,56.1,0.0533,0
-0.000982238,0.000946125,57.5,0.0572,0
-0.001273984,-0.002856837,61.7,0.0577,0
-0.001089019,-0.006519501,59.7,0.0575,0
-0.000709096,0.001299205,60.2,0.0597,0
-0.001779197,0.007217304,63.4,0.0648,0
-0.001317205,0.015805099,61.4,0.0697,0
-0.001282727,-0.003545886,62.7,0.0718,0
-0.001195324,-0.003766335,62,0.071,0
-0.001408083,0.003282679,62.3,0.073,0
-0.001093708,-0.012182891,60.2,0.0724,0
-0.001317114,-0.002532499,62.8,0.0746,0
-0.000801896,0.002934231,63.3,0.0774,0
-0.001546896,0.002628393,63.9,0.0795,0
-0.001104233,0.005525752,59.5,0.0781,0
-0.001258019,-0.009496852,60.9,0.0778,0
-0.000722552,-0.015292837,57.4,0.0747,0
-0.000784506,-0.010002502,54.8,0.072,0
-0.000605071,-0.012801443,54.1,0.0706,0
7.42E-05,-0.013393639,49.9,0.0663,0
-0.000878415,-0.012697169,46.1,0.0617,0
-0.00034421,-0.014266889,51.6,0.0628,0
-0.000946095,-0.0013564,49.1,0.0649,0
-0.000881412,-0.01500537,50.5,0.062,0
-0.000578031,-0.003104972,47,0.0604,0
-0.000529493,-0.009297778,45,0.0593,0
-0.000536189,-0.013666682,46.9,0.0571,0
1.84E-05,0.000106715,45.6,0.0565,0
-0.001542502,-0.024141894,45.7,0.0581,0
-0.000938936,0.001652782,47.3,0.0627,0
-0.00060904,-6.58E-05,51.6,0.0651,0
-0.001193717,-0.009332556,53,0.0674,0
-0.001023689,-0.004747909,55.5,0.0691,0
-0.000876565,0.016167381,52.4,0.0687,0
-0.000676136,-0.01237198,55.1,0.0664,0
-0.000761651,-0.007924739,53.5,0.0683,0
-0.000922299,-0.016770124,55.4,0.0653,0
-0.001060382,-0.02068224,58.1,0.062,0
-0.000656497,-0.004451898,58.9,0.063,0
-0.00078792,-0.013217322,59.8,0.0658,0
-0.001107831,-0.017860263,58.9,0.0642,0
-0.001129932,0.003401499,55,0.0669,0
-0.001055982,0.015757909,56.8,0.0689,0
-0.000925869,-0.037640133,56.7,0.0671,0
-0.000948651,-0.021953301,56.5,0.0649,0
-0.001038307,-0.023634034,64.5,0.0622,0
7.06E-05,-0.001144273,61.5,0.063,0
-0.001742863,-0.004326573,56.6,0.0621,0
-0.001214104,-0.006502531,59.4,0.0603,0
-0.001070924,0.005623081,60.1,0.0588,0
-0.001092697,-0.010709729,56.7,0.0581,0
-0.000919503,-0.000448134,55.6,0.0554,0
-0.000698773,-0.026402409,54.6,0.0557,0
-0.000520741,-0.021955662,54.5,0.0565,0
-0.000966921,-0.014035174,53.3,0.0564,0
-0.001389423,0.001478228,53.2,0.0565,0
-0.000799838,1.08E-05,50.6,0.055,0
-0.000433778,-0.018482238,50.8,0.0546,0
-0.001161492,0.031919544,50.7,0.0534,0
-0.000730353,0.022382525,51.2,0.0481,0
-0.000698344,-0.005004861,52.4,0.0453,0
-0.000939621,-0.04471311,50.4,0.0483,0
-0.001240599,-0.016974982,47.7,0.0464,0
-0.000360608,-0.020918565,55.6,0.0472,0
-0.001419109,0.000763212,56,0.05,0
-0.000365907,-0.012053265,55.7,0.0523,0
-0.001254615,-0.017627941,57.2,0.0518,0
-0.000715299,0.000873742,58.5,0.0554,0
-0.000932841,0.003115358,61.6,0.059,0
-0.001078517,-0.018777537,58.1,0.0579,0
-0.000523174,0.017159717,58.3,0.0594,0
-0.000686547,0.003058767,59.9,0.0592,0
-0.001366511,0.006025354,59.7,0.0611,0
-0.000962993,-0.029381323,60.2,0.0603,0
-0.001020638,-0.01160819,60.6,0.0628,0
-0.000776338,0.000942939,57.8,0.0666,0
-0.000384337,0.011330266,59.1,0.0652,0
-0.001563657,-0.016366281,59.5,0.0626,0
-0.000959206,-0.005726521,58.1,0.0599,0
-0.000717195,0.012932728,56.4,0.0644,0
0.000128219,-0.013112142,53.4,0.061,0
-0.000552057,-0.003268263,53.7,0.0605,0
2.30E-05,-0.003656969,49.7,0.0583,0
-0.000407042,0.00511842,51.5,0.058,0
-3.28E-06,0.023682213,49.3,0.0574,0
-0.000672092,0.004745244,50.1,0.0572,0
-0.000497661,0.014159524,42.9,0.0524,0
3.27E-05,-0.001534059,39.2,0.0516,0
-0.000300962,0.00982855,38.6,0.051,0
0.000140641,0.041830799,42.6,0.0489,0
0.000936587,-0.001457709,43.1,0.0514,1
0.000160667,-0.028442293,43.1,0.0539,1
0.000374027,0.010959956,45.3,0.0528,1
0.000410488,0.012181204,47,0.0524,1
0.000473363,0.009457569,51.8,0.0497,1
0.00082963,0.052362723,51.8,0.0473,1
0.001065697,-0.013082206,41.8,0.0457,1
0.001025271,-0.020906203,46.9,0.0465,1
0.000533436,-0.005822218,49.2,0.0509,0
0.000427885,0.001794999,51.1,0.0504,0
0.000385125,0.01532723,58.1,0.0491,0
6.64E-05,-0.020470438,58.3,0.0528,0
0.000319031,0.016008872,59.1,0.0521,0
-3.66E-05,0.012989266,59.4,0.0516,0
-0.000159531,0.027070495,61.1,0.0493,0
0.000302495,0.050089283,56.6,0.0465,0
3.33E-06,-0.004288519,54.9,0.0426,0
0.000262778,0.021832098,53.5,0.0387,0
-0.00039577,0.006646856,51.3,0.0394,0
3.66E-05,-0.027227756,52.7,0.0405,0
0.000479001,0.005160604,53.9,0.0403,0
-0.000359301,0.001617347,54.1,0.0405,0
0.000449172,0.029182109,53.6,0.039,0
0.000716309,-0.00464276,47,0.0381,0
0.000173424,-0.021713299,48.5,0.0396,0
-5.34E-05,-0.021856059,52.9,0.0357,0
3.34E-06,-0.023496239,54.1,0.0333,0
6.67E-06,-0.001993565,53.9,0.0398,0
0.000133437,0.001318613,61.8,0.0445,0
-0.000373521,-0.012932676,57.8,0.0427,0
-0.000646232,-0.008142011,62.8,0.0429,0
-5.66E-05,-0.004643009,66.6,0.043,0
-0.000382572,-0.0125319,70,0.0427,0
-0.000604775,-0.020365522,69.3,0.0415,0
-0.000189234,-0.004136677,65.6,0.0408,0
-0.001034351,0.007423692,66.8,0.0383,0
-0.000893127,-0.003502122,66.6,0.0435,0
-0.00093746,0.011770555,65.3,0.0472,0
-0.000319726,-0.011647343,63.7,0.0473,0
-0.00018777,0.010441905,63.8,0.045,0
-0.000299605,0.006692955,59.3,0.0428,0
-0.000516416,-0.011306279,59.8,0.0413,0
-0.001162155,-0.000160023,59.3,0.041,0
-0.000180282,-0.019323081,57.3,0.0419,0
-0.000402906,-0.01110374,57.9,0.0423,0
-0.000481031,0.006495171,59.1,0.0422,0
-0.000846237,-0.006646269,58.2,0.0417,0
-0.000398043,0.00171544,57.4,0.045,0
-0.001185441,0.01121824,56.4,0.0434,0
-0.000552533,-0.005134432,54.7,0.0414,0
-0.000814516,-0.008749003,55.3,0.04,0
-0.00115587,-0.007159496,58.8,0.0418,0
-0.00065589,-0.00072178,54.3,0.0426,0
-0.000213032,-0.000583071,60.2,0.042,0
-0.00029033,0.012197035,61.9,0.0446,0
-0.001091836,-0.016235836,61,0.0453,0
-0.000501517,-0.008585022,60.3,0.0447,0
-0.000892296,-0.005692205,58.8,0.0442,0
-0.000983252,0.000706064,58.4,0.0457,0
-0.000990606,-0.00577501,58.4,0.0472,0
-0.000504022,-0.002820855,59.7,0.0499,0
-0.000127508,0.00407181,56.1,0.0511,0
-0.000258089,0.012584939,53.3,0.0511,0
-0.000623877,-0.002442007,56.2,0.0509,0
-0.000556276,-0.00917765,54.1,0.0488,0
-0.000466722,-0.010201707,56,0.0472,0
-3.17E-05,-0.014785325,52,0.0473,0
-0.000672165,-0.007971983,49.7,0.046,0
-0.000588874,-0.008604022,54.1,0.0456,0
-0.000711282,-0.002367032,50.5,0.0476,0
